MDP , 2 , 1 , 0.7 , 0.7 , 1000 , 10 , 10000 , 0 , 0.9715
MDP , 2 , 1 , 0.7 , 0.7 , 1000 , 10 , 10000 , 0 , 0.9715
MDP , 2 , 1 , 0.7 , 0.7 , 1000 , 10 , 10000 , 0 , 0.9715
MDP , 2 , 1 , 0.7 , 0.7 , 1000 , 10 , 10000 , 0 , 0.9715
MDP , 0 , 1 , 0.7 , 1000 , 10 , 10000 , 0 , 1
MDP , 1 , 1 , 0.7 , 1000 , 10 , 10000 , 0 , 0.6252
MDP , 2 , 1 , 0.05 , 0.05 , 10 , 10 , 10000 , 0 , 0.002
MDP , 2 , 1 , 0.05 , 0.05 , 10 , 10 , 10000 , 0 , 0
MDP , 2 , 1 , 0.05 , 0.05 , 10 , 10 , 10000 , 0 , 0
MDP , 2 , 1 , 0.05 , 0.05 , 10 , 10 , 10000 , 0 , 0
MDP , 2 , 1 , 0.05 , 0.05 , 10 , 10 , 10000 , 0 , 0
MDP , 2 , 1 , 0.05 , 0.05 , 10 , 10 , 10000 , 0 , 0
MDP , 2 , 1 , 0.05 , 0.05 , 10 , 10 , 10000 , 0 , 0
MDP , 2 , 1 , 0.05 , 0.05 , 10 , 10 , 10000 , 0 , 0
MDP , 2 , 1 , 0.05 , 0.05 , 10 , 10 , 10000 , 0 , 0
MDP , 2 , 1 , 0.05 , 0.05 , 10 , 10 , 10000 , 0 , 0
MDP , 2 , 1 , 0.05 , 0.05 , 10 , 10 , 10000 , 0 , 0
MDP , 2 , 1 , 0.05 , 0.05 , 10 , 10 , 10000 , 2 , 0.002
MDP , 2 , 1 , 0.05 , 0.05 , 10 , 10 , 10000 , 2 , 0
MDP , 2 , 1 , 0.05 , 0.05 , 10 , 10 , 10000 , 2 , 0
MDP , 2 , 1 , 0.05 , 0.05 , 10 , 10 , 10000 , 2 , 0
MDP , 2 , 1 , 0.05 , 0.05 , 10 , 10 , 10000 , 2 , 0
MDP , 2 , 1 , 0.05 , 0.05 , 10 , 10 , 10000 , 2 , 0
MDP , 2 , 1 , 0.05 , 0.05 , 10 , 10 , 10000 , 2 , 0
MDP , 2 , 1 , 0.05 , 0.05 , 10 , 10 , 10000 , 2 , 0
MDP , 2 , 1 , 0.05 , 0.05 , 10 , 10 , 10000 , 2 , 0
MDP , 2 , 1 , 0.05 , 0.05 , 10 , 10 , 10000 , 2 , 0
MDP , 2 , 1 , 0.05 , 0.05 , 10 , 10 , 10000 , 2 , 0
MDP , 2 , 1 , 0.05 , 0.05 , 20 , 10 , 10000 , 0 , 0
MDP , 2 , 1 , 0.05 , 0.05 , 20 , 10 , 10000 , 0 , 0
MDP , 2 , 1 , 0.05 , 0.05 , 20 , 10 , 10000 , 0 , 0
MDP , 2 , 1 , 0.05 , 0.05 , 20 , 10 , 10000 , 0 , 0
MDP , 2 , 1 , 0.05 , 0.05 , 20 , 10 , 10000 , 0 , 0
MDP , 2 , 1 , 0.05 , 0.05 , 20 , 10 , 10000 , 0 , 0
MDP , 2 , 1 , 0.05 , 0.05 , 20 , 10 , 10000 , 0 , 0
MDP , 2 , 1 , 0.05 , 0.05 , 20 , 10 , 10000 , 0 , 0
MDP , 2 , 1 , 0.05 , 0.05 , 20 , 10 , 10000 , 0 , 0
MDP , 2 , 1 , 0.05 , 0.05 , 20 , 10 , 10000 , 0 , 0
MDP , 2 , 1 , 0.05 , 0.05 , 20 , 10 , 10000 , 0 , 0
MDP , 2 , 1 , 0.05 , 0.05 , 20 , 10 , 10000 , 2 , 0
MDP , 2 , 1 , 0.05 , 0.05 , 20 , 10 , 10000 , 2 , 0
MDP , 2 , 1 , 0.05 , 0.05 , 20 , 10 , 10000 , 2 , 0
