MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.118245 , 1 , 4 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.116145 , 1 , 4 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.191737 , 1 , 3 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.0650289 , 1 , 5 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.666667 , 3 , 3 , 1 , 8 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.304559 , 3 , 6 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.530874 , 3 , 4 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.0424923 , 1 , 6 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.188548 , 1 , 3 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.0685471 , 1 , 5 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.147273 , 2 , 6 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.19798 , 1 , 3 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.115977 , 1 , 4 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.221038 , 2 , 5 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.192548 , 1 , 3 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.197317 , 1 , 3 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.444061 , 2 , 3 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.410743 , 3 , 5 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.214364 , 2 , 5 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.318354 , 2 , 4 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.190603 , 1 , 3 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.110855 , 1 , 4 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.324363 , 2 , 4 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.188083 , 1 , 3 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.531474 , 3 , 4 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.0406537 , 1 , 6 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.179596 , 1 , 3 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.409985 , 3 , 5 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.0672928 , 1 , 5 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.119038 , 1 , 4 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.195793 , 1 , 3 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.110772 , 1 , 4 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.111205 , 1 , 4 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.186804 , 1 , 3 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.412854 , 3 , 5 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.216272 , 2 , 5 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.189457 , 1 , 3 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.185343 , 1 , 3 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.444035 , 2 , 3 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.193954 , 1 , 3 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.115707 , 1 , 4 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.193253 , 1 , 3 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.0407975 , 1 , 6 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.191403 , 1 , 3 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.536546 , 3 , 4 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.0257166 , 1 , 7 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.310888 , 3 , 6 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.322641 , 2 , 4 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.447389 , 2 , 3 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.191376 , 1 , 3 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.118245 , 1 , 4 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.116145 , 1 , 4 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.191737 , 1 , 3 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.0650289 , 1 , 5 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.666667 , 3 , 3 , 1 , 8 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.304559 , 3 , 6 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.530874 , 3 , 4 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.0424923 , 1 , 6 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.188548 , 1 , 3 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.0685471 , 1 , 5 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.147273 , 2 , 6 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.19798 , 1 , 3 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.115977 , 1 , 4 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.221038 , 2 , 5 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.192548 , 1 , 3 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.197317 , 1 , 3 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.444061 , 2 , 3 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.410743 , 3 , 5 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.214364 , 2 , 5 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.318354 , 2 , 4 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.190603 , 1 , 3 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.110855 , 1 , 4 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.324363 , 2 , 4 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.188083 , 1 , 3 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.531474 , 3 , 4 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 2 , 20 , 10000 , 0 , 0.0406537 , 1 , 6 , 1 , 1 , 
