MDP , 3 , 1 , 0.15 , 0.15 , 5 , 8 , 10000 , 0 , 0.413487 , 3 , 5 , 1 , 4 , 
MDP , 3 , 1 , 0.15 , 0.15 , 5 , 8 , 10000 , 0 , 0.132875 , 2 , 6 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 5 , 8 , 10000 , 0 , 0.0149813 , 1 , 8 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 5 , 8 , 10000 , 0 , 0.148342 , 2 , 6 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 5 , 8 , 10000 , 0 , 0.105201 , 3 , 9 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 5 , 8 , 10000 , 0 , 0.0455663 , 1 , 6 , 1 , 3 , 
MDP , 3 , 1 , 0.15 , 0.15 , 5 , 8 , 10000 , 0 , 0.027882 , 1 , 7 , 1 , 3 , 
MDP , 3 , 1 , 0.15 , 0.15 , 5 , 8 , 10000 , 0 , 0.290411 , 4 , 8 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 5 , 8 , 10000 , 0 , 0.0965218 , 2 , 7 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 5 , 8 , 10000 , 0 , 0.151133 , 5 , 12 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 5 , 8 , 10000 , 0 , 0.0599376 , 2 , 8 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 5 , 8 , 10000 , 0 , 0.025615 , 1 , 7 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 5 , 8 , 10000 , 0 , 0.0963018 , 2 , 7 , 1 , 1 , 
MDP , 3 , 1 , 0.15 , 0.15 , 5 , 8 , 10000 , 0 , 0.00905159 , 1 , 9 , 1 , 3 , 
MDP , 3 , 1 , 0.15 , 0.15 , 5 , 8 , 10000 , 0 , 0.0109234 , 2 , 12 , 1 , 1 , 
